"","age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
"7717",20,"Female","DO",2,3,4,4,5,5,4,4,3,1,4,3,4,4,5,0.6,0.93,0.73,0.53,0.87
"7718",21,"Female","US",3,4,4,5,5,4,5,5,3,5,3,4,5,3,3,0.73,0.93,0.87,0.8,0.73
"7719",18,"Female","NL",1,2,2,4,4,4,4,4,4,4,3,3,3,5,2,0.33,0.8,0.8,0.67,0.67
"7720",21,"Male","US",5,5,5,3,3,2,5,4,4,4,5,4,3,4,4,1,0.53,0.87,0.87,0.73
"7721",66,"Female","US",4,5,5,3,2,1,5,5,5,4,5,3,4,5,4,0.93,0.4,1,0.8,0.87
"7722",29,"Female","US",3,5,2,1,5,4,4,5,3,4,4,2,5,4,4,0.67,0.67,0.8,0.67,0.87
"7723",20,"Female","GB",3,5,5,2,4,4,5,5,4,3,3,3,4,4,3,0.87,0.67,0.93,0.6,0.73
"7724",20,"Male","FI",1,1,1,4,5,3,1,2,1,5,4,1,3,5,3,0.2,0.8,0.27,0.67,0.73
"7725",33,"Female","CA",3,4,5,4,4,4,4,4,2,4,4,3,3,4,3,0.8,0.8,0.67,0.73,0.67
"7726",20,"Female","SE",1,3,3,4,3,4,4,4,4,3,3,3,3,3,2,0.47,0.73,0.8,0.6,0.53
"7727",17,"Female","AE",3,4,1,5,5,5,4,4,4,4,4,1,5,5,5,0.53,1,0.8,0.6,1
"7728",43,"Female","NZ",5,5,5,1,3,3,5,5,5,4,3,4,5,5,5,1,0.47,1,0.73,1
"7729",19,"Female","US",3,2,2,4,4,3,5,4,3,3,4,2,5,4,5,0.47,0.73,0.8,0.6,0.93
"7730",17,"Female","SK",2,2,3,4,4,5,3,1,4,4,2,3,4,3,3,0.47,0.87,0.53,0.6,0.67
"7731",43,"Female","US",4,2,4,4,4,4,4,5,5,5,5,5,4,4,4,0.67,0.8,0.93,1,0.8
"7732",21,"Female","US",2,3,2,3,2,1,4,4,4,3,2,2,4,4,3,0.47,0.4,0.8,0.47,0.73
"7733",36,"Male","US",3,2,3,2,5,3,3,3,4,4,3,3,4,4,3,0.53,0.67,0.67,0.67,0.73
"7734",21,"Female","IN",4,4,4,3,4,5,5,5,4,3,5,4,5,5,5,0.8,0.8,0.93,0.8,1
"7735",38,"Female","US",2,4,5,3,4,4,5,5,5,4,4,4,2,4,4,0.73,0.73,1,0.8,0.67
"7736",32,"Female","CA",3,5,5,2,4,2,5,5,5,3,3,5,3,5,5,0.87,0.53,1,0.73,0.87
"7737",20,"Female","DK",3,5,5,2,5,4,2,5,5,2,3,1,5,2,5,0.87,0.73,0.8,0.4,0.8
"7738",43,"Female","US",1,4,1,2,1,2,4,4,1,5,5,5,1,4,4,0.4,0.33,0.6,1,0.6
"7739",60,"Female","US",1,4,3,2,4,1,5,5,5,4,3,4,4,5,3,0.53,0.47,1,0.73,0.8
"7740",19,"Female","NL",4,5,4,5,4,3,5,5,4,1,4,2,5,5,5,0.87,0.8,0.93,0.47,1
"7741",20,"Male","US",4,4,3,3,4,2,4,4,4,4,3,4,4,4,4,0.73,0.6,0.8,0.73,0.8
"7742",21,"Male","IN",1,2,1,4,5,5,3,5,2,4,5,5,4,5,5,0.27,0.93,0.67,0.93,0.93
"7743",17,"Male","US",4,5,5,3,4,5,5,5,3,4,3,3,5,4,5,0.93,0.8,0.87,0.67,0.93
"7744",54,"Female","US",3,5,5,2,4,2,4,5,5,4,5,5,5,5,5,0.87,0.53,0.93,0.93,1
"7745",16,"Female","US",3,4,5,4,4,4,5,5,5,2,2,4,2,1,2,0.8,0.8,1,0.53,0.33
"7746",46,"Male","US",3,1,3,4,2,3,3,1,3,3,5,2,5,5,5,0.47,0.6,0.47,0.67,1
"7747",16,"Male","GB",1,4,1,5,5,3,2,2,2,3,5,4,5,5,5,0.4,0.87,0.4,0.8,1
"7748",16,"Female","GB",1,3,3,4,5,4,3,4,3,1,3,1,5,4,3,0.47,0.87,0.67,0.33,0.8
"7749",19,"Female","US",4,4,4,2,3,2,4,4,4,3,4,4,4,4,4,0.8,0.47,0.8,0.73,0.8
"7750",16,"Female","US",1,1,1,1,1,4,3,3,4,3,3,1,5,5,3,0.2,0.4,0.67,0.47,0.87
"7751",28,"Male","US",1,2,2,4,4,1,1,3,2,5,4,4,4,5,5,0.33,0.6,0.4,0.87,0.93
"7752",26,"Male","PL",1,1,2,5,5,5,4,1,2,3,5,4,4,5,4,0.27,1,0.47,0.8,0.87
"7753",24,"Female","EC",3,3,3,5,4,5,3,5,5,4,5,5,5,5,5,0.6,0.93,0.87,0.93,1
"7754",48,"Female","GB",3,3,4,4,5,2,5,4,5,3,3,4,3,1,5,0.67,0.73,0.93,0.67,0.6
"7755",20,"Male","CA",1,2,3,5,5,4,4,4,2,2,3,2,4,1,3,0.4,0.93,0.67,0.47,0.53
"7756",38,"Female","US",2,3,3,4,5,4,3,3,3,4,4,3,3,3,3,0.53,0.87,0.6,0.73,0.6
"7757",1995,"Female","PR",2,2,4,4,4,2,2,2,3,3,3,5,3,4,3,0.53,0.67,0.47,0.73,0.67
"7758",28,"Female","PT",2,4,5,4,5,4,5,5,5,4,5,1,5,5,5,0.73,0.87,1,0.67,1
"7759",18,"Female","RO",1,5,4,4,5,2,5,5,5,3,4,3,5,5,5,0.67,0.73,1,0.67,1
"7760",29,"Male","PT",2,4,3,2,5,4,2,3,4,5,5,4,5,4,5,0.6,0.73,0.6,0.93,0.93
"7761",21,"Male","PT",3,3,3,2,4,3,3,4,4,2,3,2,4,4,3,0.6,0.6,0.73,0.47,0.73
"7762",59,"Male","US",2,4,3,5,4,4,4,4,3,4,5,4,5,5,3,0.6,0.87,0.73,0.87,0.87
"7763",20,"Female","US",2,3,3,4,5,4,4,4,3,4,4,4,4,3,4,0.53,0.87,0.73,0.8,0.73
"7764",26,"Male","RS",2,3,2,2,4,2,5,5,4,2,5,2,5,5,5,0.47,0.53,0.93,0.6,1
"7765",30,"Female","GB",5,5,5,4,4,1,5,4,5,3,5,5,4,5,4,1,0.6,0.93,0.87,0.87
"7766",21,"Female","US",5,4,4,4,4,4,5,3,4,3,4,5,3,3,4,0.87,0.8,0.8,0.8,0.67
"7767",14,"Female","US",4,4,3,3,3,2,3,3,5,1,3,2,4,4,4,0.73,0.53,0.73,0.4,0.8
"7768",18,"Female","US",3,4,4,4,5,4,5,4,4,2,5,3,3,5,3,0.73,0.87,0.87,0.67,0.73
"7769",27,"Male","US",4,5,5,3,4,2,4,5,2,4,5,3,5,5,5,0.93,0.6,0.73,0.8,1
"7770",28,"Male","GB",3,2,5,1,3,1,2,4,3,5,4,3,3,5,5,0.67,0.33,0.6,0.8,0.87
"7771",30,"Female","GB",5,5,5,3,4,2,5,5,5,4,4,5,4,5,5,1,0.6,1,0.87,0.93
"7772",16,"Female","US",2,2,3,5,5,4,4,5,5,4,5,3,4,5,5,0.47,0.93,0.93,0.8,0.93
"7773",21,"Female","US",2,3,3,3,4,4,5,5,4,3,4,2,5,5,4,0.53,0.73,0.93,0.6,0.93
"7774",35,"Female","CA",4,3,5,4,4,4,5,5,4,4,4,2,3,4,5,0.8,0.8,0.93,0.67,0.8
"7775",17,"Female","PL",4,5,5,5,5,3,2,2,4,2,2,1,5,4,5,0.93,0.87,0.53,0.33,0.93
"7776",62,"Female","US",3,5,4,2,3,3,4,5,5,4,5,4,4,5,5,0.8,0.53,0.93,0.87,0.93
"7777",32,"Female","US",1,2,2,4,5,4,5,5,4,3,3,4,4,3,2,0.33,0.87,0.93,0.67,0.6
"7778",23,"Female","GB",1,1,3,5,5,5,4,4,2,2,4,1,5,3,2,0.33,1,0.67,0.47,0.67
"7779",49,"Male","CA",1,1,1,5,5,4,2,4,2,5,5,4,2,3,2,0.2,0.93,0.53,0.93,0.47
"7780",16,"Female","US",1,3,4,5,5,5,5,4,4,4,3,3,3,3,3,0.53,1,0.87,0.67,0.6
"7781",19,"Female","GB",3,4,4,3,5,3,5,4,4,2,5,3,3,4,3,0.73,0.73,0.87,0.67,0.67
"7782",21,"Female","US",4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,0.73,0.73,0.73,0.8,0.8
"7783",33,"Male","CO",3,2,4,3,3,2,4,4,5,2,3,3,5,4,4,0.6,0.53,0.87,0.53,0.87
"7784",26,"Male","US",3,5,5,1,2,1,5,4,4,1,3,4,5,5,5,0.87,0.27,0.87,0.53,1
"7785",28,"Female","US",3,3,2,5,5,1,5,5,3,5,5,5,5,3,3,0.53,0.73,0.87,1,0.73
"7786",20,"Female","US",4,4,5,5,5,5,4,5,3,4,4,1,5,4,5,0.87,1,0.8,0.6,0.93
"7787",48,"Female","US",4,5,5,1,4,1,5,5,5,4,5,5,5,5,5,0.93,0.4,1,0.93,1
"7788",20,"Male","US",1,4,1,1,2,1,3,4,2,4,4,3,5,5,5,0.4,0.27,0.6,0.73,1
"7789",24,"Male","MX",1,4,2,4,4,4,3,5,2,4,4,2,4,4,4,0.47,0.8,0.67,0.67,0.8
"7790",17,"Male","GB",2,1,1,4,2,1,5,4,2,1,2,1,5,4,4,0.27,0.47,0.73,0.27,0.87
"7791",46,"Female","US",5,4,5,4,5,5,4,4,4,4,4,1,5,4,4,0.93,0.93,0.8,0.6,0.87
"7792",35,"Male","US",3,5,3,2,2,1,5,3,5,5,5,2,5,5,5,0.73,0.33,0.87,0.8,1
"7793",23,"Male","GB",4,2,5,5,4,5,5,5,3,4,2,3,4,1,4,0.73,0.93,0.87,0.6,0.6
"7794",41,"Female","US",1,2,2,3,4,4,4,4,3,5,5,5,5,5,5,0.33,0.73,0.73,1,1
"7795",38,"Male","US",5,5,5,1,2,1,5,3,5,5,5,5,5,5,5,1,0.27,0.87,1,1
"7796",18,"Female","US",2,2,1,3,4,2,4,5,4,4,3,4,5,4,4,0.33,0.6,0.87,0.73,0.87
"7797",24,"Female","US",3,3,4,2,3,2,4,5,3,4,5,4,5,3,5,0.67,0.47,0.8,0.87,0.87
"7798",18,"Female","US",2,3,2,5,5,5,4,5,3,3,4,3,5,5,5,0.47,1,0.8,0.67,1
"7799",20,"Female","US",1,2,3,4,5,5,3,4,3,2,3,5,5,4,5,0.4,0.93,0.67,0.67,0.93
"7800",15,"Female","BR",2,5,5,2,4,2,5,4,4,2,4,3,4,4,4,0.8,0.53,0.87,0.6,0.8
"7801",15,"Female","US",1,1,1,5,5,5,3,4,2,4,5,2,5,5,5,0.2,1,0.6,0.73,1
"7802",30,"Male","CA",1,1,1,4,5,3,1,4,1,4,4,4,4,4,4,0.2,0.8,0.4,0.8,0.8
"7803",52,"Male","AU",4,5,5,1,2,1,5,1,5,4,4,4,5,5,5,0.93,0.27,0.73,0.8,1
"7804",18,"Male","TR",5,4,4,2,1,4,5,5,4,3,5,2,4,4,3,0.87,0.47,0.93,0.67,0.73
"7805",21,"Female","US",4,3,2,4,3,2,5,5,3,1,5,1,5,4,4,0.6,0.6,0.87,0.47,0.87
"7806",23,"Male","PH",1,5,1,1,1,1,1,5,5,5,5,5,5,5,5,0.47,0.2,0.73,1,1
"7807",40,"Female","US",1,4,5,4,5,4,4,5,5,4,5,4,5,5,5,0.67,0.87,0.93,0.87,1
"7808",28,"Male","US",2,2,2,3,4,3,2,4,2,3,5,3,5,5,5,0.4,0.67,0.53,0.73,1
"7809",16,"Male","US",5,4,5,2,5,2,4,4,4,2,4,2,5,3,5,0.93,0.6,0.8,0.53,0.87
"7810",16,"Female","US",3,2,4,5,4,3,4,3,3,4,4,3,5,4,5,0.6,0.8,0.67,0.73,0.93
"7811",18,"Female","CA",2,4,5,4,4,5,4,5,4,3,3,2,5,1,5,0.73,0.87,0.87,0.53,0.73
"7812",35,"Female","US",3,4,5,2,3,4,4,2,3,2,5,3,3,5,4,0.8,0.6,0.6,0.67,0.8
"7813",18,"Male","US",1,1,1,4,5,5,3,2,3,2,2,2,5,5,4,0.2,0.93,0.53,0.4,0.93
"7814",50,"Female","US",1,5,4,3,5,2,4,3,4,3,4,2,5,4,5,0.67,0.67,0.73,0.6,0.93
"7815",21,"Female","PH",2,3,3,5,4,3,4,4,4,5,4,2,5,5,4,0.53,0.8,0.8,0.73,0.93
"7816",19,"Male","FR",4,4,2,1,3,3,2,2,3,4,5,2,4,5,5,0.67,0.47,0.47,0.73,0.93
"7817",18,"Female","US",1,5,5,1,4,3,5,5,5,3,5,4,5,5,1,0.73,0.53,1,0.8,0.73
"7818",19,"Female","US",2,3,4,3,2,1,4,5,4,3,5,1,4,5,5,0.6,0.4,0.87,0.6,0.93
"7819",21,"Male","US",2,5,3,1,4,2,5,5,2,4,4,2,5,4,3,0.67,0.47,0.8,0.67,0.8
"7820",20,"Female","US",1,2,2,3,3,1,3,3,4,4,2,4,4,4,3,0.33,0.47,0.67,0.67,0.73
"7821",14,"Female","US",2,4,2,1,4,3,4,3,4,4,4,2,4,5,4,0.53,0.53,0.73,0.67,0.87
"7822",24,"Male","US",2,2,2,2,3,2,3,3,3,4,5,2,4,5,5,0.4,0.47,0.6,0.73,0.93
"7823",21,"Female","PH",3,5,4,2,4,2,5,5,5,3,4,4,4,3,3,0.8,0.53,1,0.73,0.67
"7824",20,"Female","US",1,2,3,3,1,1,3,3,4,4,2,4,4,4,3,0.4,0.33,0.67,0.67,0.73
"7825",63,"Female","US",1,4,4,2,2,2,4,4,4,3,2,2,5,4,5,0.6,0.4,0.8,0.47,0.93
"7826",18,"Female","US",3,5,4,2,5,2,5,5,4,3,5,3,5,5,5,0.8,0.6,0.93,0.73,1
"7827",28,"Female","US",4,5,5,3,2,2,5,4,5,4,3,3,4,5,5,0.93,0.47,0.93,0.67,0.93
"7828",20,"Female","AR",2,3,4,4,5,2,4,5,5,3,5,2,4,4,3,0.6,0.73,0.93,0.67,0.73
"7829",19,"Female","AU",4,5,5,3,4,4,4,4,4,3,3,4,4,3,4,0.93,0.73,0.8,0.67,0.73
"7830",22,"Male","US",1,1,1,2,3,1,1,5,4,3,4,3,4,3,5,0.2,0.4,0.67,0.67,0.8
"7831",45,"Male","US",4,4,5,3,3,3,5,3,4,3,3,2,4,4,4,0.87,0.6,0.8,0.53,0.8
"7832",17,"Female","PH",1,2,1,4,4,4,5,3,3,3,3,2,4,4,4,0.27,0.8,0.73,0.53,0.8
"7833",20,"Male","CA",2,4,5,5,4,3,5,4,5,3,5,3,5,4,5,0.73,0.8,0.93,0.73,0.93
"7834",20,"Male","ZA",4,3,4,4,4,5,2,3,3,2,2,2,5,3,5,0.73,0.87,0.53,0.4,0.87
"7835",25,"Female","BR",3,1,3,3,3,3,4,5,3,3,5,5,5,3,1,0.47,0.6,0.8,0.87,0.6
"7836",27,"Female","US",1,3,2,2,4,2,3,4,3,3,5,5,2,5,3,0.4,0.53,0.67,0.87,0.67
"7837",42,"Female","US",4,5,4,2,2,1,5,5,5,5,5,4,5,3,4,0.87,0.33,1,0.93,0.8
"7838",24,"Female","TT",3,3,4,4,5,4,3,3,2,3,4,2,5,4,5,0.67,0.87,0.53,0.6,0.93
"7839",23,"Female","US",3,5,5,5,4,5,5,5,5,4,2,5,2,3,2,0.87,0.93,1,0.73,0.47
"7840",19,"Female","BG",3,4,3,1,2,1,4,4,4,4,5,3,4,5,4,0.67,0.27,0.8,0.8,0.87
"7841",18,"Female","NZ",2,4,4,5,5,5,4,5,4,3,5,4,4,4,4,0.67,1,0.87,0.8,0.8
"7842",18,"Male","ID",2,2,4,4,4,4,4,5,3,3,4,3,3,3,2,0.53,0.8,0.8,0.67,0.53
"7843",39,"Female","US",3,3,4,3,4,3,5,5,5,4,5,2,3,5,5,0.67,0.67,1,0.73,0.87
"7844",51,"Male","US",4,4,5,4,5,2,4,4,5,5,5,5,1,5,4,0.87,0.73,0.87,1,0.67
"7845",22,"Female","PH",4,4,5,4,4,3,5,4,5,4,4,4,4,4,4,0.87,0.73,0.93,0.8,0.8
"7846",18,"Male","US",1,2,3,2,1,5,1,3,1,3,3,5,2,2,5,0.4,0.53,0.33,0.73,0.6
"7847",30,"Female","US",1,2,1,2,3,1,4,5,3,3,5,4,3,5,3,0.27,0.4,0.8,0.8,0.73
"7848",22,"Male","US",3,2,3,4,4,5,5,5,5,3,5,5,5,2,4,0.53,0.87,1,0.87,0.73
"7849",19,"Male","US",1,4,5,3,4,4,5,5,4,3,4,3,5,3,5,0.67,0.73,0.93,0.67,0.87
"7850",20,"Male","PK",1,2,1,3,4,3,3,4,3,4,3,4,3,4,4,0.27,0.67,0.67,0.73,0.73
"7851",21,"Female","CL",2,2,2,5,4,4,5,4,4,3,5,4,5,5,4,0.4,0.87,0.87,0.8,0.93
"7852",17,"Female","US",4,5,5,4,5,3,5,5,5,3,5,3,4,5,5,0.93,0.8,1,0.73,0.93
"7853",16,"Female","IN",5,4,5,2,3,1,5,4,5,4,4,3,2,3,3,0.93,0.4,0.93,0.73,0.53
"7854",18,"Female","AU",2,3,2,2,4,1,4,4,3,5,5,5,3,5,5,0.47,0.47,0.73,1,0.87
"7855",27,"Male","US",2,2,1,4,5,4,3,5,4,2,2,3,5,5,5,0.33,0.87,0.8,0.47,1
"7856",17,"Male","AU",3,3,3,4,5,4,3,3,2,2,2,2,3,2,3,0.6,0.87,0.53,0.4,0.53
"7857",18,"Female","CA",1,2,1,4,4,3,4,1,2,2,1,3,4,4,2,0.27,0.73,0.47,0.4,0.67
"7858",20,"Female","US",2,3,4,3,4,3,3,5,3,4,4,3,4,2,4,0.6,0.67,0.73,0.73,0.67
"7859",22,"Male","IN",1,1,1,5,5,5,2,4,4,3,5,5,5,5,5,0.2,1,0.67,0.87,1
"7860",16,"Male","US",4,5,5,3,3,1,4,4,5,3,4,4,5,5,5,0.93,0.47,0.87,0.73,1
"7861",16,"Female","US",3,3,2,2,5,5,5,5,3,5,5,4,5,4,4,0.53,0.8,0.87,0.93,0.87
"7862",18,"Male","CA",1,2,2,2,3,3,2,3,3,2,4,2,5,5,5,0.33,0.53,0.53,0.53,1
"7863",40,"Male","AE",3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0.73,0.8,0.8,0.8,0.73
"7864",15,"Female","IN",5,5,5,3,4,2,4,5,5,3,3,3,5,5,5,1,0.6,0.93,0.6,1
"7865",29,"Female","US",2,4,2,4,4,5,4,4,4,3,4,3,3,4,2,0.53,0.87,0.8,0.67,0.6
"7866",20,"Female","CA",3,3,4,5,5,4,4,4,3,5,3,4,3,4,2,0.67,0.93,0.73,0.8,0.6
"7867",23,"Male","IN",2,4,4,1,4,3,5,5,5,3,4,3,4,4,5,0.67,0.53,1,0.67,0.87
"7868",23,"Male","IN",2,2,2,5,5,5,1,3,4,2,2,5,3,4,4,0.4,1,0.53,0.6,0.73
"7869",24,"Male","IN",5,5,5,2,4,3,4,5,5,3,4,2,3,3,3,1,0.6,0.93,0.6,0.6
"7870",14,"Female","PH",3,2,5,1,5,5,3,5,5,5,5,3,4,5,5,0.67,0.73,0.87,0.87,0.93
"7871",33,"Female","AU",2,4,4,3,3,5,4,2,4,3,4,4,3,4,4,0.67,0.73,0.67,0.73,0.73
"7872",19,"Female","US",2,3,4,3,4,2,4,4,3,3,3,4,2,4,4,0.6,0.6,0.73,0.67,0.67
"7873",27,"Male","MY",5,5,5,1,3,4,4,5,5,5,5,5,5,5,5,1,0.53,0.93,1,1
"7874",21,"Male","IN",1,2,2,4,4,5,2,2,3,4,4,4,4,5,4,0.33,0.87,0.47,0.8,0.87
"7875",42,"Female","US",1,1,4,5,5,2,2,2,1,3,5,3,1,4,5,0.4,0.8,0.33,0.73,0.67
"7876",16,"Female","US",1,2,1,4,4,3,3,3,4,4,4,3,4,4,3,0.27,0.73,0.67,0.73,0.73
"7877",23,"Unanswered","IN",4,4,4,3,4,4,3,4,3,5,5,3,5,5,5,0.8,0.73,0.67,0.87,1
"7878",13,"Female","SG",2,4,4,4,5,4,5,4,4,4,4,4,3,4,3,0.67,0.87,0.87,0.8,0.67
"7879",34,"Female","US",5,5,5,2,3,1,5,5,5,4,5,4,5,5,5,1,0.4,1,0.87,1
"7880",25,"Male","US",1,4,4,4,4,4,4,3,3,2,4,2,2,4,3,0.6,0.8,0.67,0.53,0.6
"7881",27,"Female","FI",3,4,5,2,2,3,5,2,3,1,4,2,3,5,5,0.8,0.47,0.67,0.47,0.87
"7882",16,"Male","US",3,2,5,5,5,5,5,5,4,3,4,3,3,2,4,0.67,1,0.93,0.67,0.6
"7883",15,"Female","US",4,5,4,4,3,2,5,4,4,2,4,1,5,4,5,0.87,0.6,0.87,0.47,0.93
"7884",28,"Female","US",3,4,3,3,4,3,4,5,3,3,4,3,1,5,4,0.67,0.67,0.8,0.67,0.67
"7885",21,"Male","AR",4,5,4,3,3,3,4,3,3,3,4,2,2,4,3,0.87,0.6,0.67,0.6,0.6
"7886",22,"Male","AU",3,3,3,4,4,2,4,3,2,2,4,2,4,4,4,0.6,0.67,0.6,0.53,0.8
"7887",24,"Female","IN",5,5,5,5,5,3,3,4,5,5,5,4,5,5,5,1,0.87,0.8,0.93,1
"7888",18,"Male","US",3,5,5,5,4,4,5,4,4,2,5,3,4,4,4,0.87,0.87,0.87,0.67,0.8
"7889",18,"Female","US",1,1,2,3,5,2,2,2,1,5,5,5,5,5,3,0.27,0.67,0.33,1,0.87
"7890",14,"Female","PH",1,2,1,2,2,1,4,1,3,3,5,5,4,5,5,0.27,0.33,0.53,0.87,0.93
"7891",21,"Female","MY",4,4,4,3,4,3,5,5,4,3,3,3,4,4,3,0.8,0.67,0.93,0.6,0.73
"7892",19,"Female","SG",2,2,2,2,4,2,5,4,3,4,4,2,5,4,3,0.4,0.53,0.8,0.67,0.8
"7893",20,"Male","TR",5,4,4,5,4,5,3,5,5,3,2,3,3,4,3,0.87,0.93,0.87,0.53,0.67
"7894",23,"Male","ES",4,4,4,4,4,2,4,5,5,2,5,3,5,4,5,0.8,0.67,0.93,0.67,0.93
"7895",32,"Male","UG",3,4,3,3,3,2,4,4,4,3,4,3,3,3,3,0.67,0.53,0.8,0.67,0.6
"7896",21,"Male","MY",3,4,5,1,4,1,2,5,5,1,4,2,5,5,5,0.8,0.4,0.8,0.47,1
"7897",28,"Female","SG",2,4,3,3,3,3,3,4,3,3,4,4,4,4,3,0.6,0.6,0.67,0.73,0.73
"7898",40,"Female","US",5,5,5,1,5,4,5,3,3,1,1,1,5,5,2,1,0.67,0.73,0.2,0.8
"7899",23,"Male","FI",2,3,2,1,1,1,5,4,4,4,4,2,5,5,5,0.47,0.2,0.87,0.67,1
"7900",18,"Female","MT",3,3,3,4,4,5,5,5,5,3,4,5,5,4,5,0.6,0.87,1,0.8,0.93
"7901",39,"Male","SG",3,5,5,1,2,1,5,5,5,5,5,4,4,5,4,0.87,0.27,1,0.93,0.87
"7902",14,"Female","AU",4,5,5,4,5,4,5,4,4,3,4,2,4,5,5,0.93,0.87,0.87,0.6,0.93
"7903",19,"Male","PH",2,4,4,4,2,4,2,4,5,4,3,5,5,3,4,0.67,0.67,0.73,0.8,0.8
"7904",19,"Male","SI",2,5,3,3,4,4,4,4,4,3,3,2,5,5,2,0.67,0.73,0.8,0.53,0.8
"7905",44,"Male","US",1,3,3,3,5,3,5,5,4,5,5,5,5,5,5,0.47,0.73,0.93,1,1
"7906",17,"Male","MY",4,4,5,2,3,2,3,3,4,3,5,4,4,4,4,0.87,0.47,0.67,0.8,0.8
"7907",15,"Female","US",1,3,2,5,4,4,3,5,3,3,3,2,4,4,3,0.4,0.87,0.73,0.53,0.73
"7908",14,"Male","AU",1,5,4,2,2,2,5,5,3,4,5,5,4,4,4,0.67,0.4,0.87,0.93,0.8
"7909",13,"Male","PH",3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,0.53,0.6,0.6,0.67,0.67
"7910",40,"Female","GB",5,3,1,5,5,5,3,5,5,2,3,5,5,5,5,0.6,1,0.87,0.67,1
"7911",35,"Male","IN",4,4,3,1,3,1,5,1,5,4,3,3,5,5,5,0.73,0.33,0.73,0.67,1
"7912",21,"Male","IN",1,3,4,1,5,1,3,4,5,3,5,4,3,3,1,0.53,0.47,0.8,0.8,0.47
"7913",16,"Female","NL",1,4,4,1,1,1,3,3,4,3,4,3,3,5,3,0.6,0.2,0.67,0.67,0.73
"7914",20,"Female","SE",3,4,4,2,2,2,5,5,5,2,2,1,5,5,5,0.73,0.4,1,0.33,1
"7915",21,"Female","US",1,1,2,4,4,4,4,3,2,4,5,3,2,4,3,0.27,0.8,0.6,0.8,0.6
"7916",20,"Male","GB",4,5,5,3,4,2,5,5,4,4,4,3,4,4,5,0.93,0.6,0.93,0.73,0.87
"7917",18,"Male","BG",3,4,1,2,2,4,5,1,4,4,5,1,4,4,4,0.53,0.53,0.67,0.67,0.8
"7918",15,"Female","LV",1,1,1,5,5,4,3,3,1,4,3,2,5,2,4,0.2,0.93,0.47,0.6,0.73
"7919",16,"Female","ID",4,3,2,5,5,5,3,5,4,4,5,3,5,5,4,0.6,1,0.8,0.8,0.93
"7920",17,"Male","GB",2,4,3,2,2,2,4,4,3,2,3,2,3,3,3,0.6,0.4,0.73,0.47,0.6
"7921",44,"Female","GB",4,2,5,2,3,3,4,3,1,5,3,2,5,5,5,0.73,0.53,0.53,0.67,1
"7922",13,"Female","GB",2,4,5,1,3,2,5,2,2,2,3,2,2,5,5,0.73,0.4,0.6,0.47,0.8
"7923",15,"Female","PK",1,2,3,5,5,5,4,5,2,1,3,1,3,3,4,0.4,1,0.73,0.33,0.67
"7924",16,"Female","AE",2,2,3,2,4,4,5,5,4,3,4,3,4,5,4,0.47,0.67,0.93,0.67,0.87
"7925",17,"Female","AU",4,4,4,4,5,3,5,3,3,3,4,4,5,4,4,0.8,0.8,0.73,0.73,0.87
"7926",30,"Male","GB",3,4,3,1,4,2,4,4,3,4,5,4,4,5,4,0.67,0.47,0.73,0.87,0.87
"7927",22,"Male","IN",5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,1,1,0.8,1,1
"7928",19,"Female","US",5,3,2,5,5,5,4,2,5,3,3,5,5,2,3,0.67,1,0.73,0.73,0.67
"7929",22,"Female","PH",3,4,5,2,4,2,5,4,4,3,4,4,3,4,3,0.8,0.53,0.87,0.73,0.67
"7930",13,"Female","ES",1,3,2,4,4,5,4,4,4,3,4,3,4,3,4,0.4,0.87,0.8,0.67,0.73
"7931",21,"Male","IN",3,2,3,4,4,4,3,4,3,2,4,2,4,3,4,0.53,0.8,0.67,0.53,0.73
"7932",23,"Female","IN",5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,0.73
"7933",44,"Male","US",3,5,5,2,3,3,5,5,5,4,4,4,5,5,5,0.87,0.53,1,0.8,1
"7934",30,"Female","TN",4,5,4,3,4,3,4,4,5,5,4,4,4,4,4,0.87,0.67,0.87,0.87,0.8
"7935",53,"Female","SG",1,4,3,3,3,4,3,4,3,1,3,3,3,3,1,0.53,0.67,0.67,0.47,0.47
"7936",19,"Female","PH",1,3,3,4,5,4,3,4,4,3,2,3,1,3,3,0.47,0.87,0.73,0.53,0.47
"7937",19,"Male","PH",2,4,3,4,5,4,5,2,1,4,5,5,3,4,2,0.6,0.87,0.53,0.93,0.6
"7938",19,"Female","GB",1,1,1,5,5,5,3,5,5,2,3,4,5,1,3,0.2,1,0.87,0.6,0.6
"7939",28,"Male","PK",1,2,4,4,5,5,3,3,3,3,3,3,3,2,1,0.47,0.93,0.6,0.6,0.4
"7940",22,"Female","IN",1,3,5,5,5,5,5,3,4,1,3,1,5,4,3,0.6,1,0.8,0.33,0.8
"7941",26,"Female","US",3,3,5,4,5,3,5,5,4,3,4,5,2,5,3,0.73,0.8,0.93,0.8,0.67
